address,area,house_direction,balcony_direction,floors,bedrooms,bathrooms,legal_status,furniture_state,price,year,property_type,property_feature,lat,lng
"Đường Tôn Đản, Phường 8, Quận 4, Hồ Chí Minh",49.5,Tây Nam,,3.0,2.0,2.0,Have certificate,Full,4.15,2024,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.7580086,106.7065435
"Dự án Green River quận 8, Đường Phạm Thế Hiển, Phường 6, Quận 8, Hồ Chí Minh",151.0,,,2.0,2.0,3.0,Have certificate,Basic,5.7,2024,Unknown,Unknown,10.73928591,106.6535902
"Đường 1A, Phường An Lạc A, Bình Tân, Hồ Chí Minh",68.0,,,3.0,4.0,4.0,Have certificate,,6.7,2024,"Nhà mặt phố, mặt tiền",Unknown,10.7480628,106.6182395
"Đường Đồng Nai, Phường 15, Quận 10, Hồ Chí Minh",66.0,,,,5.0,4.0,Have certificate,Full,9.9,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.7787127,106.6628189
"Đường Phú Định, Phường 16, Quận 8, Hồ Chí Minh",36.0,,,3.0,4.0,3.0,Have certificate,,3.5,2024,"Nhà mặt phố, mặt tiền",Unknown,10.71980886,106.6276887
"Đường 1, Xã Bình Chánh, Bình Chánh, Hồ Chí Minh",75.0,Đông Nam,Đông Nam,2.0,3.0,2.0,Have certificate,Full,2.25,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.79402108,106.5832261
"Đường Hồ Văn Long, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",28.0,,,,,,Have certificate,,2.68,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.82083306,106.6002905
"Đường Bàu Cát 1, Phường 12, Tân Bình, Hồ Chí Minh",38.0,,,5.0,4.0,5.0,,,9.1,2024,Unknown,Unknown,10.79312075,106.6457908
"Đường Hoàng Bật Đạt, Phường 15, Tân Bình, Hồ Chí Minh",54.0,,,4.0,4.0,5.0,Have certificate,,6.2,2024,"Nhà ngõ, hẻm",Hẻm nhỏ,10.82469763,106.6350368
"Đường Lâm Thị Hố, Phường Tân Chánh Hiệp, Quận 12, Hồ Chí Minh",126.2,,Đông Bắc,1.0,2.0,1.0,,,6.9,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.87096529,106.6285383
"Đường Phạm Thế Hiển, Phường 1, Quận 8, Hồ Chí Minh",68.0,,,2.0,6.0,6.0,Have certificate,,4.95,2024,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.75075522,106.6880513
"Đường Linh Đông, Phường Linh Đông, Thủ Đức, Hồ Chí Minh",44.0,,,3.0,4.0,3.0,Have certificate,Basic,3.8,2024,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.8486396,106.7470121
"Đường Quang Trung, Phường 12, Gò Vấp, Hồ Chí Minh",70.0,,,5.0,5.0,5.0,Have certificate,Full,6.01,2024,Unknown,Unknown,10.8419062,106.6436303
"Đường Cư Xá Phú Lâm B, Phường 13, Quận 6, Hồ Chí Minh",72.0,,,2.0,6.0,4.0,Have certificate,,6.75,2024,Unknown,Unknown,10.75371779,106.6289204
"Đường Hương lộ 2, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",60.0,Đông,Đông,3.0,5.0,5.0,Have certificate,Basic,7.6,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.76674196,106.6069063
"1942, Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",82.5,Đông Nam,,2.0,3.0,2.0,Have certificate,Full,4.8,2024,Unknown,Unknown,10.69406062,106.7402506
"Đường Thanh Đa, Phường 27, Bình Thạnh, Hồ Chí Minh",157.0,Đông Nam,Tây Nam,4.0,7.0,7.0,Have certificate,Basic,10.0,2024,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.81510842,106.7210773
"530/Đường Tỉnh Lộ 10, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",66.0,,,4.0,5.0,6.0,Have certificate,Basic,6.8,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.757507,106.617913
"Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Hồ Chí Minh",60.0,,,3.0,4.0,6.0,Have certificate,Basic,4.8,2024,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.7320111,106.7314696
"Đường Huỳnh Thị Hai, Phường Tân Chánh Hiệp, Quận 12, Hồ Chí Minh",85.0,Nam,,3.0,4.0,4.0,Have certificate,Full,5.99,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.86732548,106.6293263
"Xã Bình Chánh, Bình Chánh, Hồ Chí Minh",85.0,,,3.0,3.0,4.0,Have certificate,Full,4.0,2024,Unknown,Unknown,10.66419773,106.5645555
"670/87/20 Đường Đoàn Văn Bơ, Phường 16, Quận 4, Hồ Chí Minh",56.5,,,3.0,4.0,3.0,Have certificate,,4.7,2024,Unknown,Unknown,10.756205,106.71138
"Số 61/2, Đường Nguyễn Xiển, Phường Trường Thạnh, Thủ Đức, Hồ Chí Minh",245.0,Tây Nam,Nam,1.0,,,Have certificate,,7.6,2024,"Nhà ngõ, hẻm",Hẻm xe hơi,10.8245043,106.8329694
"Hẻm 1716/46/, Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",21.0,,,3.0,2.0,2.0,Have certificate,,1.53,2024,"Nhà ngõ, hẻm",Hẻm nhỏ,10.69988066,106.7366912
"Đường Hoàng Hoa Thám, Phường 5, Phú Nhuận, Hồ Chí Minh",36.0,,,4.0,5.0,4.0,Have certificate,Full,6.25,2024,Unknown,Unknown,10.81002751,106.6835393
"Dự án The Beverly Solari  - Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",45.0,,,,,1.0,Sale contract,,5.9,2024,Unknown,Unknown,10.8364014,106.8443424
"331/, Đường Phan Huy Ích, Phường 14, Gò Vấp, Hồ Chí Minh",41.5,Nam,,4.0,5.0,3.0,Have certificate,Full,7.7,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.83909386,106.63703
"Đường Trường Chinh, Phường 12, Tân Bình, Hồ Chí Minh",60.0,,,3.0,5.0,3.0,Have certificate,,9.99,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.7954343,106.6486775
"Đường Quang Trung, Phường 8, Gò Vấp, Hồ Chí Minh",91.0,,,4.0,4.0,4.0,Have certificate,,9.3,2024,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.83861991,106.649884
"1716/9, Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",27.0,,,3.0,4.0,2.0,Have certificate,,1.99,2024,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.69972818,106.7377347
"Đường Dân Thắng 2, Xã Tân Thới Nhì, Hóc Môn, Hồ Chí Minh",80.0,,,2.0,3.0,4.0,Have certificate,,4.25,2024,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.89098338,106.5837319
"Đường Nguyễn Tư Giản, Phường 12, Gò Vấp, Hồ Chí Minh",60.0,,,3.0,3.0,2.0,Have certificate,,5.9,2024,Unknown,Unknown,10.83263065,106.6386303
"Đường Phạm Thế Hiển, Phường 1, Quận 8, Hồ Chí Minh",68.0,,,,6.0,6.0,Have certificate,Basic,4.95,2024,"Nhà ngõ, hẻm",Hẻm nhỏ,10.75075522,106.6880513
"Lê Đình Cẩn, Phường Tân Tạo, Bình Tân, Hồ Chí Minh",42.0,,,2.0,2.0,2.0,Have certificate,Full,1.9,2024,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.75955921,106.5991646
"Hẻm 308, Đường Huỳnh Tấn Phát, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh",55.0,Tây,,2.0,3.0,2.0,Have certificate,,4.75,2024,Unknown,Unknown,10.75115728,106.7267566
"Dự án Green River quận 8, Đường Phạm Thế Hiển, Phường 6, Quận 8, Hồ Chí Minh",151.0,Đông Nam,,2.0,2.0,3.0,Have certificate,Basic,5.6,2024,Unknown,Unknown,10.73928591,106.6535902
"Đường Phan Xích Long, Phường 3, Phú Nhuận, Hồ Chí Minh",62.44,,,2.0,3.0,4.0,Have certificate,Basic,8.3,2024,Unknown,Unknown,10.8010727,106.6838453
"Đường Dương Quảng Hàm, Phường 5, Gò Vấp, Hồ Chí Minh",100.0,,,2.0,3.0,2.0,Have certificate,Basic,9.0,2024,"Nhà mặt phố, mặt tiền",Unknown,10.83174757,106.6866589
"Dự án Phố Đông Village , Đường Nguyễn Thị Định, Phường Cát Lái, Quận 2, Hồ Chí Minh",100.0,,,,,,,,8.5,2024,Unknown,Unknown,10.7671011,106.7787356
"783A, Đường Cao Lỗ, Phường 14, Quận 8, Hồ Chí Minh",64.0,Tây Bắc,Tây Bắc,3.0,4.0,4.0,Have certificate,Full,10.0,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.742732,106.650143
"Đường Lê Văn Sỹ, Phường 13, Phú Nhuận, Hồ Chí Minh",40.0,,,5.0,4.0,5.0,Have certificate,,9.2,2024,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.79305538,106.6698288
"Đường 836, Phường Phú Hữu, Quận 9, Hồ Chí Minh",100.0,Đông Bắc,,1.0,2.0,1.0,Have certificate,,7.8,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.7868474,106.7986234
"Dự án Mega Ruby, Đường D3, Phường Phú Hữu, Quận 9, Hồ Chí Minh",82.5,Tây,Tây,3.0,3.0,3.0,Have certificate,Full,9.3,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.7996153,106.7961165
"Đường Phạm Văn Đồng, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",53.28,Tây Bắc,Đông Nam,1.0,1.0,1.0,,,8.2,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.8309312,106.7243395
"Đường Hoàng Văn Thụ, Phường 8, Phú Nhuận, Hồ Chí Minh",64.0,,,4.0,5.0,5.0,Have certificate,Full,8.5,2024,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.79939923,106.6756108
"Đường Nguyễn Duy Trinh, Phường Long Trường, Quận 9, Hồ Chí Minh",65.6,,,2.0,3.0,3.0,Have certificate,,5.9,2024,"Nhà mặt phố, mặt tiền",Unknown,10.8043452,106.8154172
"Đường Linh Đông, Phường Linh Đông, Thủ Đức, Hồ Chí Minh",100.0,,,3.0,4.0,4.0,Have certificate,,7.2,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.8486396,106.7470121
"26/3A Đường Cây Cám, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",201.0,,,,,,Have certificate,,8.8,2024,Unknown,Unknown,10.7842367,106.5906342
"Đường Lê Đức Thọ, Phường 6, Gò Vấp, Hồ Chí Minh",42.5,Tây,,4.0,3.0,3.0,Have certificate,Full,5.95,2024,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.8374106,106.6806374
"71/15L KP5, Đường 25, Phường Phước Long B, Quận 9, Hồ Chí Minh",103.0,Nam,Nam,1.0,2.0,2.0,Have certificate,Full,5.3,2024,"Nhà ngõ, hẻm",Hẻm nhỏ,10.8045782,106.7837977
"Đường Tân Kỳ Tân Quý, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",116.0,,,2.0,6.0,3.0,Have certificate,Full,9.0,2024,Unknown,Unknown,10.79931335,106.6189939
"Đường Dương Quảng Hàm, Phường 5, Gò Vấp, Hồ Chí Minh",90.0,,,1.0,,,Have certificate,,8.9,2024,"Nhà ngõ, hẻm",Hẻm xe hơi,10.83174757,106.6866589
"Đường Nguyễn Thị Thập, Phường Tân Phú, Quận 7, Hồ Chí Minh",52.0,Đông,,3.0,4.0,5.0,Have certificate,Basic,6.1,2024,Unknown,Unknown,10.7380324,106.7208046
"Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Hồ Chí Minh",41.0,,,2.0,2.0,1.0,Have certificate,Basic,3.0,2024,"Nhà mặt phố, mặt tiền",Unknown,10.7269665,106.7334285
"Đường Bác Ái, Phường Tân Thành, Tân Phú, Hồ Chí Minh",73.0,,,3.0,3.0,3.0,Have certificate,,8.8,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.79061713,106.631978
"Phường 14, Tân Bình, Hồ Chí Minh",68.0,,,4.0,3.0,3.0,Have certificate,Full,9.4,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.79653345,106.6381326
"Đường Trần Thị Do, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",56.0,Đông Nam,,4.0,5.0,5.0,Have certificate,Basic,5.79,2024,"Nhà ngõ, hẻm",Hẻm xe hơi,10.87349676,106.6406568
"Đường Tân Hóa, Phường 14, Quận 6, Hồ Chí Minh",71.0,,,4.0,4.0,4.0,Have certificate,Full,6.5,2024,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.7568233,106.6359903
"Đường Lam Sơn, Phường 5, Phú Nhuận, Hồ Chí Minh",69.2,,,2.0,6.0,3.0,Have certificate,Full,6.49,2024,Unknown,Unknown,10.8051272,106.6883407
"Đường 12, Phường Trường Thạnh, Thủ Đức, Hồ Chí Minh",53.8,Đông Bắc,Đông,4.0,3.0,3.0,Have certificate,Full,4.7,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.80964679,106.8357292
"Số 61/ Phố 59, Phường 14, Gò Vấp, Hồ Chí Minh",32.0,Đông Nam,Nam,2.0,2.0,2.0,Have certificate,Full,3.75,2024,Unknown,Unknown,10.8548452,106.6535844
"Đường Huỳnh Khương An, Phường 5, Gò Vấp, Hồ Chí Minh",42.2,,,2.0,2.0,2.0,Have certificate,Full,2.35,2024,"Nhà ngõ, hẻm",Hẻm nhỏ,10.82353529,106.6889667
"Đường Nguyễn Thị Tú, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",60.0,,,3.0,4.0,3.0,Have certificate,,4.85,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.8150401,106.5854052
"Đường Thạnh Xuân 25, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",74.0,Bắc,Tây Bắc,3.0,4.0,4.0,Have certificate,Full,6.05,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.87962659,106.6626171
"Đường 5, Phường Tăng Nhơn Phú B, Thủ Đức, Hồ Chí Minh",82.0,Đông Nam,Đông Nam,3.0,3.0,4.0,Have certificate,,7.5,2024,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.83911449,106.778155
"Đường Số 7, Phường Linh Trung, Thủ Đức, Hồ Chí Minh",130.0,Đông Nam,,1.0,3.0,1.0,Have certificate,Full,8.5,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.85898027,106.7680279
"Đường Huỳnh Thị Hai, Phường Tân Chánh Hiệp, Quận 12, Hồ Chí Minh",160.0,,,1.0,,,Have certificate,,9.5,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.86732548,106.6293263
"Đường Miếu Bình Đông, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",44.0,,,,3.0,3.0,,,4.7,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.77923295,106.6174013
"Melosa Garden, số 222, Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Hồ Chí Minh",100.0,,,4.0,4.0,4.0,Have certificate,,8.8,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.7819231,106.7914767
"Đường Quảng Hàm, Phường 5, Gò Vấp, Hồ Chí Minh",25.0,,,3.0,2.0,3.0,Have certificate,Full,3.78,2024,Unknown,Unknown,10.83174757,106.6866589
"Đường Quốc lộ 1A, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",283.0,,,1.0,6.0,4.0,,Full,9.0,2024,Unknown,Unknown,10.86204452,106.6691504
"Đường Nguyễn Văn Đậu, Phường 5, Bình Thạnh, Hồ Chí Minh",64.0,,,4.0,4.0,5.0,,,8.6,2024,Unknown,Unknown,10.81081215,106.6902411
"Xã Tân Kiên, Bình Chánh, Hồ Chí Minh",86.6,,,3.0,5.0,7.0,,,9.8,2024,"Nhà mặt phố, mặt tiền",Unknown,10.70456237,106.5963356
"Hẻm 1/, Đường Nguyễn Văn Đậu, Phường 6, Bình Thạnh, Hồ Chí Minh",60.0,,,2.0,2.0,2.0,Have certificate,Full,2.55,2024,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.80612588,106.6872738
"Đường An Dương Vương, Phường 16, Quận 8, Hồ Chí Minh",65.0,Đông,,5.0,4.0,4.0,Have certificate,,6.8,2024,"Nhà mặt phố, mặt tiền",Unknown,10.7232583,106.6198097
"Đường Số 11, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",80.0,Đông Nam,,2.0,2.0,2.0,Have certificate,,6.95,2024,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.84196746,106.7519834
"Đường Bùi Văn Ba, Phường Tân Thuận Đông, Quận 7, Hồ Chí Minh",132.0,Đông,Đông,1.0,2.0,1.0,Have certificate,Basic,7.5,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.75037072,106.7329437
"Đường Cách Mạng Tháng Tám, Phường 5, Tân Bình, Hồ Chí Minh",45.0,,,4.0,7.0,7.0,Have certificate,Basic,6.5,2024,"Nhà ngõ, hẻm",Hẻm nhỏ,10.7887913,106.6632061
"Đường Xô Viết Nghệ Tĩnh, Phường 26, Bình Thạnh, Hồ Chí Minh",50.0,,,4.0,4.0,3.0,Have certificate,Full,6.6,2024,Unknown,Unknown,10.8110484,106.7137928
"Đường Thạnh Xuân 21, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",72.0,Tây Nam,Tây Nam,3.0,3.0,3.0,Have certificate,Basic,4.6,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.86568228,106.6704826
"55/14 Đường Tây Lân, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",60.0,Đông Bắc,Đông Bắc,4.0,5.0,5.0,Have certificate,,5.5,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.7704822,106.5909948
"Đường 8, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",100.0,Đông Nam,Đông Nam,4.0,7.0,7.0,Have certificate,,9.5,2024,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.83120533,106.7172355
"Dự án Lavila Kiến Á - Nhà Bè, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",96.8,Tây Bắc,Nam,,4.0,4.0,Have certificate,,9.5,2024,Unknown,Unknown,10.6941046,106.724581
"Đường Phan Văn Trị, Phường 11, Bình Thạnh, Hồ Chí Minh",66.0,,,5.0,4.0,3.0,Have certificate,Full,9.0,2024,"Nhà ngõ, hẻm",Hẻm xe hơi,10.81886213,106.6947542
"Đường Lê Văn Sỹ, Phường 11, Phú Nhuận, Hồ Chí Minh",40.8,,,3.0,5.0,4.0,Have certificate,,5.65,2024,"Nhà ngõ, hẻm",Hẻm nhỏ,10.79101646,106.6727607
"Đường Đông Hưng Thuận 11, Phường Đông Hưng Thuận, Quận 12, Hồ Chí Minh",60.0,Tây,Tây Bắc,1.0,2.0,1.0,,Basic,1.95,2024,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.84600912,106.6298394
"Đường Số 5, Phường Linh Chiểu, Thủ Đức, Hồ Chí Minh",61.0,,,1.0,2.0,1.0,,,4.15,2024,"Nhà ngõ, hẻm",Hẻm nhỏ,10.8533622,106.7677863
"Đường 185, Phường Phước Long B, Quận 9, Hồ Chí Minh",48.0,Đông Nam,Đông Nam,2.0,2.0,2.0,,Basic,2.3,2024,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.820408,106.778778
"Đường Lê Thị Riêng, Phường Thới An, Quận 12, Hồ Chí Minh",66.0,Tây Bắc,,4.0,5.0,5.0,Have certificate,Basic,5.35,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.87627428,106.6548622
"Đường Tây Lân, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",113.0,,,4.0,3.0,4.0,Have certificate,Full,5.8,2024,"Nhà ngõ, hẻm",Hẻm xe hơi,10.7724768,106.5846859
"Đường Trần Văn Mười, Xã Xuân Thới Đông, Hóc Môn, Hồ Chí Minh",68.0,Tây Bắc,,2.0,3.0,3.0,Have certificate,,3.74,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.86388894,106.589041
"Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",51.0,,,3.0,4.0,4.0,Have certificate,,5.2,2024,Unknown,Unknown,10.6928199,106.7408461
"Đường Nguyễn Phúc Chu, Phường 15, Tân Bình, Hồ Chí Minh",90.0,,,4.0,4.0,5.0,Have certificate,Full,7.79,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.82285799,106.6349146
"Đường Nguyễn Ảnh Thủ, Phường Tân Chánh Hiệp, Quận 12, Hồ Chí Minh",75.0,,,3.0,4.0,4.0,Have certificate,,4.9,2024,"Nhà ngõ, hẻm",Hẻm xe hơi,10.86839433,106.6168534
"Phường Phú Trung, Tân Phú, Hồ Chí Minh",19.0,Tây Nam,,2.0,1.0,1.0,Have certificate,,2.89,2024,"Nhà ngõ, hẻm",Hẻm nhỏ,10.77614109,106.6411246
"Đường Hoàng Bật Đạt, Phường 15, Tân Bình, Hồ Chí Minh",72.0,Đông Nam,,4.0,4.0,5.0,Have certificate,,7.2,2024,"Nhà ngõ, hẻm",Hẻm xe hơi,10.82469763,106.6350368
"Phường 11, Tân Bình, Hồ Chí Minh",55.0,,,,,,Have certificate,,6.8,2024,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.79022915,106.6509057
"Đường Nguyễn Sỹ Sách, Phường 15, Tân Bình, Hồ Chí Minh",53.0,,,,4.0,5.0,Have certificate,,7.48,2024,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.81997757,106.6357613
"Hẻm 1685, Đường Ấp 3, Xã Nhơn Đức, Nhà Bè, Hồ Chí Minh",151.8,Nam,Nam,,4.0,2.0,Have certificate,Basic,9.8,2024,"Nhà ngõ, hẻm",Hẻm nhỏ,10.67378495,106.6981742
"Đường Dương Bá Trạc, Phường 2, Quận 8, Hồ Chí Minh",66.0,Tây,,3.0,3.0,2.0,Have certificate,Full,7.5,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.7466342,106.6891242
"Đường 12C, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",81.0,Đông Nam,,3.0,6.0,4.0,Have certificate,Basic,7.5,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.8443105,106.8166853
"Dự án Lavila Kiến Á - Nhà Bè, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",105.0,,,3.0,4.0,4.0,Have certificate,,9.8,2024,Unknown,Unknown,10.6941046,106.724581
"Đường Lê Đức Thọ, Phường 13, Gò Vấp, Hồ Chí Minh",50.0,,,3.0,4.0,3.0,Have certificate,,6.5,2024,Unknown,Unknown,10.8554446,106.6555147
"Dự án Greenlife 13C, Xã Phong Phú, Bình Chánh, Hồ Chí Minh",104.4,Đông Nam,Đông Nam,4.0,4.0,5.0,,Full,9.2,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.71584128,106.6433821
"Đông Tăng Long, Đường Nguyễn Duy Trinh, Phường Trường Thạnh,  Quận 9, Hồ Chí Minh",160.0,,,,,,Have certificate,,9.5,2024,"Nhà mặt phố, mặt tiền",Unknown,10.807153,106.8212989
"156, Đường An Dương Vương, Phường 16, Quận 8, Hồ Chí Minh",65.0,Đông,Đông,6.0,4.0,4.0,Have certificate,Basic,6.8,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.72515885,106.620089
"Đường 359, Phường Phước Long B, Quận 9, Hồ Chí Minh",66.0,,,3.0,3.0,4.0,Have certificate,,5.99,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.8205853,106.7753448
"Đường Tỉnh Lộ 10, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",120.0,Nam,,1.0,2.0,1.0,Have certificate,,8.2,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.75801445,106.6087008
"Đường Tuy Lý Vương, Phường 12, Quận 8, Hồ Chí Minh",66.0,,,4.0,3.0,2.0,Have certificate,,7.99,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.74314911,106.6535899
"Đường Tỉnh Lộ 10, Phường Tân Tạo, Bình Tân, Hồ Chí Minh",44.0,,,1.0,2.0,2.0,Have certificate,Full,2.3,2024,"Nhà ngõ, hẻm",Hẻm xe hơi,10.7569878,106.5875093
"Đường Đào Duy Anh, Phường 9, Phú Nhuận, Hồ Chí Minh",69.1,,,2.0,5.0,4.0,Have certificate,Basic,9.69,2024,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.80687278,106.6758456
"23, Đường Thống Nhất, Phường 11, Gò Vấp, Hồ Chí Minh",88.0,Đông Bắc,,,,,,,9.8,2024,Unknown,Unknown,10.83131605,106.6636692
"Đường Nguyễn Tri Phương, Phường 5, Quận 10, Hồ Chí Minh",31.0,,,,,,,,6.9,2024,Unknown,Unknown,10.76157385,106.6683959
"Đường  45, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",16.0,Bắc,,3.0,2.0,2.0,Sale contract,Full,1.15,2024,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.82953868,106.7190877
"Dự án The Privia, Đường An Dương Vương, Phường An Lạc, Bình Tân, Hồ Chí Minh",65.0,Tây,Tây,,2.0,1.0,Sale contract,Basic,6.21,2024,Unknown,Unknown,10.7370073,106.6197131
"Đường 8, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",100.0,Đông Nam,Đông Nam,4.0,7.0,7.0,Have certificate,Basic,9.5,2024,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.83120533,106.7172355
"1246/2 Đường Quang Trung, Phường 8, Gò Vấp, Hồ Chí Minh",162.2,Tây Bắc,,1.0,3.0,2.0,Have certificate,,9.95,2024,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.84399398,106.6407428
"Dự án Mega Village, Đường Vành Đai 2, Phường Phú Hữu, Quận 9, Hồ Chí Minh",75.0,Tây Nam,Tây Nam,3.0,4.0,3.0,Have certificate,Full,6.7,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.7933367,106.7922914
"Dự án Đông Tăng Long, Đường Nguyễn Duy Trinh, Phường Trường Thạnh, Quận 9, Hồ Chí Minh",100.0,Nam,Nam,4.0,4.0,4.0,Have certificate,,6.5,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.807153,106.8212989
"Đường Làng Tăng Phú, Phường Tăng Nhơn Phú A, Thủ Đức, Hồ Chí Minh",63.2,Đông Nam,,4.0,5.0,4.0,Have certificate,Basic,6.4,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.84282478,106.7984148
